urn,title,company,location,link,seniority_level
4215600941,Experte Analytik Chromatographie (m/w/d),WESSLING part of ALS,"Landsberg, Saxony-Anhalt, Germany",https://de.linkedin.com/jobs/view/experte-analytik-chromatographie-m-w-d-at-wessling-part-of-als-4215600941,Entry level
4216767937,Data Scientist AIOPs (m/w/d),Telefónica Germany,"Düsseldorf, North Rhine-Westphalia, Germany",https://de.linkedin.com/jobs/view/data-scientist-aiops-m-w-d-at-telef%C3%B3nica-germany-4216767937,Mid-Senior level
4218607127,Masterarbeit: Filtering and Prioritizing Software Vulnerabilities with Artificial Intelligence,Fraunhofer-Alumni e.V.,"Paderborn, North Rhine-Westphalia, Germany",https://de.linkedin.com/jobs/view/masterarbeit-filtering-and-prioritizing-software-vulnerabilities-with-artificial-intelligence-at-fraunhofer-alumni-e-v-4218607127,Error
4214261887,Python Developer,Adroit People Limited (UK),"Mannheim, Baden-Württemberg, Germany",https://de.linkedin.com/jobs/view/python-developer-at-adroit-people-limited-uk-4214261887,Mid-Senior level
4214281390,Research Assistant (m/f/d) - Deep Learning,Universität Rostock,"Rostock, Mecklenburg-West Pomerania, Germany",https://de.linkedin.com/jobs/view/research-assistant-m-f-d-deep-learning-at-universit%C3%A4t-rostock-4214281390,Entry level
4200930498,Machine Learning Engineering Lead (m/f/d) - Hamburg,FREENOW,"Hamburg, Hamburg, Germany",https://de.linkedin.com/jobs/view/machine-learning-engineering-lead-m-f-d-hamburg-at-freenow-4200930498,Mid-Senior level
4182916055,(Senior) Machine Learning Engineer (f/m/d),Cinemo,"Karlsruhe, Baden-Württemberg, Germany",https://de.linkedin.com/jobs/view/senior-machine-learning-engineer-f-m-d-at-cinemo-4182916055,Mid-Senior level
4216769772,Data Scientist AIOPs (m/w/d),Telefónica Germany,Greater Munich Metropolitan Area,https://de.linkedin.com/jobs/view/data-scientist-aiops-m-w-d-at-telef%C3%B3nica-germany-4216769772,Mid-Senior level
4217652203,AI Engineer (m/w/d),TieTalent,"Burgdorf, Lower Saxony, Germany",https://de.linkedin.com/jobs/view/ai-engineer-m-w-d-at-tietalent-4217652203,Entry level
4215699512,Student Analyst / Data Scientist – Power & Hydrogen Markets (Internship or Working Student),LexisNexis Risk Solutions,"Karlsruhe, Baden-Württemberg, Germany",https://de.linkedin.com/jobs/view/student-analyst-data-scientist-%E2%80%93-power-hydrogen-markets-internship-or-working-student-at-lexisnexis-risk-solutions-4215699512,Internship
4217262814,Senior Python Software Engineer,Unique,"Berlin, Germany",https://de.linkedin.com/jobs/view/senior-python-software-engineer-at-unique-4217262814,Mid-Senior level
4218607123,Bewirb Dich hier als Plichtpraktikant*in,Fraunhofer-Alumni e.V.,"Stuttgart, Baden-Württemberg, Germany",https://de.linkedin.com/jobs/view/bewirb-dich-hier-als-plichtpraktikant-in-at-fraunhofer-alumni-e-v-4218607123,Internship
4136752019,AI Inference Engineer - Large Language Models (f/m/d),Aleph Alpha,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/ai-inference-engineer-large-language-models-f-m-d-at-aleph-alpha-4136752019,Entry level
4199197949,(Senior) Consultant Data Science - AI and Data (w/m/d),EY,"Stuttgart, Baden-Württemberg, Germany",https://de.linkedin.com/jobs/view/senior-consultant-data-science-ai-and-data-w-m-d-at-ey-4199197949,Mid-Senior level
4217413596,(Junior) Solution Engineer m/w/d,Empolis Information Management GmbH,"Würzburg, Bavaria, Germany",https://de.linkedin.com/jobs/view/junior-solution-engineer-m-w-d-at-empolis-information-management-gmbh-4217413596,Entry level
4218184305,Senior Data Scientist (m/w/d) in Münster,TieTalent,"Münster, North Rhine-Westphalia, Germany",https://de.linkedin.com/jobs/view/senior-data-scientist-m-w-d-in-m%C3%BCnster-at-tietalent-4218184305,Mid-Senior level
4216005029,Team Lead Data Scientist – GenAI (m/f/d),LexisNexis Risk Solutions,"Karlsruhe, Baden-Württemberg, Germany",https://de.linkedin.com/jobs/view/team-lead-data-scientist-%E2%80%93-genai-m-f-d-at-lexisnexis-risk-solutions-4216005029,Mid-Senior level
4201599692,"Sr. Applied Scientist, Engine AI Center of Excellence (AICE)",Amazon,"Berlin, Germany",https://de.linkedin.com/jobs/view/sr-applied-scientist-engine-ai-center-of-excellence-aice-at-amazon-4201599692,Mid-Senior level
4184446350,Werkstudent Data Scientist (m/w/d),PATRIZIA SE,"Augsburg, Bavaria, Germany",https://de.linkedin.com/jobs/view/werkstudent-data-scientist-m-w-d-at-patrizia-se-4184446350,Internship
4210883174,(Senior) Software Engineer – Connectivity in Cell Factory Systems (m|f|d),Miltenyi Biotec,"Bergisch Gladbach, North Rhine-Westphalia, Germany",https://de.linkedin.com/jobs/view/senior-software-engineer-%E2%80%93-connectivity-in-cell-factory-systems-m-f-d-at-miltenyi-biotec-4210883174,Associate
4215214785,Head of Data Science and Machine Learning,BoF Careers,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/head-of-data-science-and-machine-learning-at-bof-careers-4215214785,Executive
4217615813,"Junior GenAI Entwickler:in, remote (m/w/d)",dreifach.ai,"Cologne, North Rhine-Westphalia, Germany",https://de.linkedin.com/jobs/view/junior-genai-entwickler-in-remote-m-w-d-at-dreifach-ai-4217615813,Entry level
4182912635,(Senior) AI/ML Security Engineer (f/m/d),Cinemo,"Karlsruhe, Baden-Württemberg, Germany",https://de.linkedin.com/jobs/view/senior-ai-ml-security-engineer-f-m-d-at-cinemo-4182912635,Mid-Senior level
4218606192,ERGREIF DIE INITIATIVE,Fraunhofer-Alumni e.V.,"Kaiserslautern, Rhineland-Palatinate, Germany",https://de.linkedin.com/jobs/view/ergreif-die-initiative-at-fraunhofer-alumni-e-v-4218606192,Entry level
4217642774,"Software Engineer – Tracking, Sensor Fusion & Autonomous Systems (m/f/d)",Autonomous Teaming,"Munich, Bavaria, Germany",https://de.linkedin.com/jobs/view/software-engineer-%E2%80%93-tracking-sensor-fusion-autonomous-systems-m-f-d-at-autonomous-teaming-4217642774,Mid-Senior level
4113634643,SPS Programmierer (all gender),ALTEN Germany,Greater Munich Metropolitan Area,https://de.linkedin.com/jobs/view/sps-programmierer-all-gender-at-alten-germany-4113634643,Associate
4215506884,Data Scientist für Arabic NLP in Teilzeit mit Promotionsmöglichkeit,Fraunhofer IAIS,"Sankt Augustin, North Rhine-Westphalia, Germany",https://de.linkedin.com/jobs/view/data-scientist-f%C3%BCr-arabic-nlp-in-teilzeit-mit-promotionsm%C3%B6glichkeit-at-fraunhofer-iais-4215506884,Entry level
4139167875,Student/in Bachelor of Science - Data Science und künstliche Intelligenz 2025 (m/w/d),INTERSPORT Deutschland e.G.,"Heilbronn, Baden-Württemberg, Germany",https://de.linkedin.com/jobs/view/student-in-bachelor-of-science-data-science-und-k%C3%BCnstliche-intelligenz-2025-m-w-d-at-intersport-deutschland-e-g-4139167875,Internship
4216031970,React Developer:in (m/w/d) im Kölner Startup (IT-Entwickler/in (Weiterbildung/Ausbildung)),GreenPocket GmbH,"Cologne, North Rhine-Westphalia, Germany",https://de.linkedin.com/jobs/view/react-developer-in-m-w-d-im-k%C3%B6lner-startup-it-entwickler-in-weiterbildung-ausbildung-at-greenpocket-gmbh-4216031970,Entry level
4214287238,Hackers wanted – Software Engineers,freiheit.com technologies,"Hamburg, Germany",https://de.linkedin.com/jobs/view/hackers-wanted-%E2%80%93-software-engineers-at-freiheit-com-technologies-4214287238,Associate
4217468790,Application Engineer,Nitta Industries Europe GmbH,"Düsseldorf, North Rhine-Westphalia, Germany",https://de.linkedin.com/jobs/view/application-engineer-at-nitta-industries-europe-gmbh-4217468790,Entry level
4217421131,HIL Resident Engineer in Computer Vision,Technology & Strategy,"Munich, Bavaria, Germany",https://de.linkedin.com/jobs/view/hil-resident-engineer-in-computer-vision-at-technology-strategy-4217421131,Mid-Senior level
4199400464,(Senior) Consultant Data Science - AI and Data (w/m/d),EY,"Düsseldorf, North Rhine-Westphalia, Germany",https://de.linkedin.com/jobs/view/senior-consultant-data-science-ai-and-data-w-m-d-at-ey-4199400464,Mid-Senior level
4216059080,Senior Entwickler Künstliche Intelligenz (m/w/d),Boden & Bauschutt GmbH & Co. KGaA,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/senior-entwickler-k%C3%BCnstliche-intelligenz-m-w-d-at-boden-bauschutt-gmbh-co-kgaa-4216059080,Mid-Senior level
4218146614,Software Entwickler Simulation / Künstliche Intelligenz (KI) (d/f/m) - Inklusiver Job 🦼 🦻 🦯,TieTalent,"Baden-Württemberg, Germany",https://de.linkedin.com/jobs/view/software-entwickler-simulation-k%C3%BCnstliche-intelligenz-ki-d-f-m-inklusiver-job-%F0%9F%A6%BC-%F0%9F%A6%BB-%F0%9F%A6%AF-at-tietalent-4218146614,Entry level
4214253502,Generative AI (Senior) Engineer,NEC Laboratories Europe,"Heidelberg, Baden-Württemberg, Germany",https://de.linkedin.com/jobs/view/generative-ai-senior-engineer-at-nec-laboratories-europe-4214253502,Mid-Senior level
4215669638,Any Talent (human),DataCraft,Germany,https://de.linkedin.com/jobs/view/any-talent-human-at-datacraft-4215669638,Internship
4217281808,Python Backend Engineer (f/m/d),MARKT-PILOT,"Stuttgart, Baden-Württemberg, Germany",https://de.linkedin.com/jobs/view/python-backend-engineer-f-m-d-at-markt-pilot-4217281808,Associate
4217222560,Founding Full Stack Engineer @ ClimateTech Startup,VARM,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/founding-full-stack-engineer-%40-climatetech-startup-at-varm-4217222560,Mid-Senior level
4217903679,Simulator Software Engineer (m/f/d),XTENDED ENGINEERING GMBH,"Munich, Bavaria, Germany",https://de.linkedin.com/jobs/view/simulator-software-engineer-m-f-d-at-xtended-engineering-gmbh-4217903679,Entry level
3733043080,Senior Artificial Intelligence Specialist (all genders),adesso SE,"Münster, North Rhine-Westphalia, Germany",https://de.linkedin.com/jobs/view/senior-artificial-intelligence-specialist-all-genders-at-adesso-se-3733043080,Mid-Senior level
4217442859,React Developer (Junior-Mid) - Regensburg,Noir,"Regensburg, Bavaria, Germany",https://de.linkedin.com/jobs/view/react-developer-junior-mid-regensburg-at-noir-4217442859,Mid-Senior level
4216034545,Software Engineer- Ruby on Rails (f/m/d),Propstack,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/software-engineer-ruby-on-rails-f-m-d-at-propstack-4216034545,Mid-Senior level
4217608558,Scientific Software Engineer - Atmospheric Composition Monitoring and Forecasting,European Centre for Medium-Range Weather Forecasts - ECMWF,"Bonn, North Rhine-Westphalia, Germany",https://de.linkedin.com/jobs/view/scientific-software-engineer-atmospheric-composition-monitoring-and-forecasting-at-european-centre-for-medium-range-weather-forecasts-ecmwf-4217608558,Entry level
4218606106,Automated Tests Engineer Working Student (m/f/d),Maddox AI,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/automated-tests-engineer-working-student-m-f-d-at-maddox-ai-4218606106,Internship
4217645641,Cloud Developer:in / Senior Machine Learning Engineer (d/m/w),TieTalent,"Freiburg, Baden-Württemberg, Germany",https://de.linkedin.com/jobs/view/cloud-developer-in-senior-machine-learning-engineer-d-m-w-at-tietalent-4217645641,Mid-Senior level
4217265325,Unreal Developer,Digital Waffle,"Munich, Bavaria, Germany",https://de.linkedin.com/jobs/view/unreal-developer-at-digital-waffle-4217265325,Mid-Senior level
4215665129,Senior Python Entwickler (m/w/d) - Erneuerbare Energien Startup,noxt! engineering GmbH,"Osnabrück, Lower Saxony, Germany",https://de.linkedin.com/jobs/view/senior-python-entwickler-m-w-d-erneuerbare-energien-startup-at-noxt%21-engineering-gmbh-4215665129,Mid-Senior level
4199446443,Software Engineer - Process Mining Algorithms,Celonis,"Munich, Bavaria, Germany",https://de.linkedin.com/jobs/view/software-engineer-process-mining-algorithms-at-celonis-4199446443,Not Applicable
3958203441,Manager AI Engineer / Full Stack Engineer (m/w/d) in Frankfurt (Main),Deloitte,"Frankfurt am Main, Hesse, Germany",https://de.linkedin.com/jobs/view/manager-ai-engineer-full-stack-engineer-m-w-d-in-frankfurt-main-at-deloitte-3958203441,Mid-Senior level
4201324501,Software Engineer (m/w/d),Deutsche Telekom,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/software-engineer-m-w-d-at-deutsche-telekom-4201324501,Entry level
4201319906,Software Engineer (m/w/d),Deutsche Telekom,"Munich, Bavaria, Germany",https://de.linkedin.com/jobs/view/software-engineer-m-w-d-at-deutsche-telekom-4201319906,Entry level
4215654313,Backend Developer (m/w/d) in Pet Tech Startup,Daphnee | Connected Pet Care,"Munich, Bavaria, Germany",https://de.linkedin.com/jobs/view/backend-developer-m-w-d-in-pet-tech-startup-at-daphnee-connected-pet-care-4215654313,Mid-Senior level
4217495193,Senior Solutions Engineer,Okta,Germany,https://de.linkedin.com/jobs/view/senior-solutions-engineer-at-okta-4217495193,Not Applicable
4216070368,Werkstudent AI Developer- Taktile Robot Skills (m/w/d),robominds GmbH,"Munich, Bavaria, Germany",https://de.linkedin.com/jobs/view/werkstudent-ai-developer-taktile-robot-skills-m-w-d-at-robominds-gmbh-4216070368,Internship
4122174188,Test Engineer I&C (all gender),ALTEN Germany,"Erlangen, Bavaria, Germany",https://de.linkedin.com/jobs/view/test-engineer-i-c-all-gender-at-alten-germany-4122174188,Associate
4182369519,Backend Developer (m/w/d),DWPT Deutsche Wertpapiertreuhand GmbH,Greater Nuremberg Metropolitan Area,https://de.linkedin.com/jobs/view/backend-developer-m-w-d-at-dwpt-deutsche-wertpapiertreuhand-gmbh-4182369519,Entry level
4201323597,Software Engineer (m/w/d),Deutsche Telekom,"Hamburg, Hamburg, Germany",https://de.linkedin.com/jobs/view/software-engineer-m-w-d-at-deutsche-telekom-4201323597,Entry level
4090964472,Programmierer Simulator Applikationen (all gender),ALTEN Germany,"Erlangen, Bavaria, Germany",https://de.linkedin.com/jobs/view/programmierer-simulator-applikationen-all-gender-at-alten-germany-4090964472,Associate
4218155112,Software Developer Frontend React,Instaffo,"Saarbrücken, Saarland, Germany",https://de.linkedin.com/jobs/view/software-developer-frontend-react-at-instaffo-4218155112,Mid-Senior level
4201326227,Software Engineer (m/w/d),Deutsche Telekom,"Nuremberg, Bavaria, Germany",https://de.linkedin.com/jobs/view/software-engineer-m-w-d-at-deutsche-telekom-4201326227,Entry level
4215676194,Software Developer,Onepixa,Germany,https://de.linkedin.com/jobs/view/software-developer-at-onepixa-4215676194,Entry level
4215579138,Software Engineer (m/w/d) – Industrie 4.0 & Eventbasierte Architekturen für den Standort Wipperfürth,VOSS Fluid,"Wipperfürth, North Rhine-Westphalia, Germany",https://de.linkedin.com/jobs/view/software-engineer-m-w-d-%E2%80%93-industrie-4-0-eventbasierte-architekturen-f%C3%BCr-den-standort-wipperf%C3%BCrth-at-voss-fluid-4215579138,Mid-Senior level
4218656303,Software Engineer - Monitoring & Observability Engineering (m/w/d),TieTalent,"Rendsburg, Schleswig-Holstein, Germany",https://de.linkedin.com/jobs/view/software-engineer-monitoring-observability-engineering-m-w-d-at-tietalent-4218656303,Entry level
4199168186,Software-Architekt (all gender),ALTEN Germany,"Kiel, Schleswig-Holstein, Germany",https://de.linkedin.com/jobs/view/software-architekt-all-gender-at-alten-germany-4199168186,Associate
4187794025,Algorithm Development Engineer m/w/d,Align Technology,"Darmstadt, Hesse, Germany",https://de.linkedin.com/jobs/view/algorithm-development-engineer-m-w-d-at-align-technology-4187794025,Mid-Senior level
4047072261,2025 Graduate Software Dev Engineer,Amazon Web Services (AWS),"Munich, Bavaria, Germany",https://de.linkedin.com/jobs/view/2025-graduate-software-dev-engineer-at-amazon-web-services-aws-4047072261,Entry level
4217255345,Software Engineer (Cloud),Entrix,"Munich, Bavaria, Germany",https://de.linkedin.com/jobs/view/software-engineer-cloud-at-entrix-4217255345,Entry level
4215665022,Softwareentwickler für interne Full-Stack-Entwicklung (Python) (M|W|D),SoftAutoMateAI,"Bochum, North Rhine-Westphalia, Germany",https://de.linkedin.com/jobs/view/softwareentwickler-f%C3%BCr-interne-full-stack-entwicklung-python-m-w-d-at-softautomateai-4215665022,Entry level
4214787801,Internship/Praktikum - Data Engineer (w/m/d) - unbezahlt - Remote,MOX Wochenbett-Box,Germany,https://de.linkedin.com/jobs/view/internship-praktikum-data-engineer-w-m-d-unbezahlt-remote-at-mox-wochenbett-box-4214787801,Internship
4181556002,Director - Modelling & Meta-Analysis - ITC,OPEN Health,Germany,https://de.linkedin.com/jobs/view/director-modelling-meta-analysis-itc-at-open-health-4181556002,Director
4217973210,Software Engineer - Monitoring & Observability Engineering (m/w/d),TieTalent,"Quickborn, Schleswig-Holstein, Germany",https://de.linkedin.com/jobs/view/software-engineer-monitoring-observability-engineering-m-w-d-at-tietalent-4217973210,Entry level
4216078552,(Senior-) KI-Software Engineer (m/w/d),Solve42 GmbH,"Mannheim, Baden-Württemberg, Germany",https://de.linkedin.com/jobs/view/senior-ki-software-engineer-m-w-d-at-solve42-gmbh-4216078552,Associate
4217925900,Software Developer**,Robert Koch Institute,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/software-developer-at-robert-koch-institute-4217925900,Entry level
4217256246,Software-Entwickler für Drohnen (m/w/d),Emqopter,"Würzburg, Bavaria, Germany",https://de.linkedin.com/jobs/view/software-entwickler-f%C3%BCr-drohnen-m-w-d-at-emqopter-4217256246,Entry level
4214287137,Functional Safety Engineer (all gender),ALTEN Germany,"Munich, Bavaria, Germany",https://de.linkedin.com/jobs/view/functional-safety-engineer-all-gender-at-alten-germany-4214287137,Associate
